tree_id;stand_id;plot;stand_idplot;tag;species;year;year_count;tree_status;dbh;x_coord;AreaCookie;y_coord;size_cat
AX15001200016;AX15;12;AX1512;3980;PSME;2012;35;1;34,1;50,66;913,2688384;13,67;regular
AX15001200017;AX15;12;AX1512;3981;PSME;2012;35;1;63,8;55,17;3196,9161;14,67;regular
AX15001200018;AX15;12;AX1512;3982;PSME;2008;31;6;22,8;58,94;408,2813813;15,66;regular
AX15001200019;AX15;12;AX1512;3983;TSHE;2012;35;1;36,2;55,62;1029,217169;10,35;regular
AX15001200020;AX15;12;AX1512;3984;TSHE;2012;35;1;37,4;54,76;1098,583535;4,99;regular
AX15001200021;AX15;12;AX1512;3985;PSME;1986;9;6;49,6;59,92;1932,205146;4,1;regular
AX15001200022;AX15;12;AX1512;3986;THPL;2012;35;1;42,3;58,25;1405,30508;2,54;regular
AX15001200023;AX15;12;AX1512;3987;PSME;1984;7;6;41,7;57,55;1365,721012;1,28;regular
AX15001200024;AX15;12;AX1512;3988;PSME;2008;31;6;51,9;50,26;2115,556347;2,98;regular
AX15001200025;AX15;12;AX1512;8454;ABAM;2012;35;1;15,7;72,83;193,5927933;10,87;regular
AX15001200026;AX15;12;AX1512;8455;PSME;2012;35;1;56,9;70,66;2542,812948;4,15;regular
AX15001200027;AX15;12;AX1512;8456;TSHE;2012;35;1;38,6;69,59;1170,211848;2,54;regular
AX15001200028;AX15;12;AX1512;8457;PSME;2012;35;1;43,4;66,44;1479,344565;4,32;regular
AX15001200029;AX15;12;AX1512;8458;THPL;2012;35;1;19,5;65,53;298,6476516;4,81;regular
AX15001200030;AX15;12;AX1512;8459;PSME;2012;35;1;38;63,18;1134,114948;2,56;regular
AX15001200031;AX15;12;AX1512;8460;TSHE;2012;35;1;52,4;65,1;2156,514861;0,77;regular
AX15001200032;AX15;12;AX1512;8461;THPL;2012;35;1;21,9;71,29;376,6848131;1,96;regular
AX15001200033;AX15;12;AX1512;8462;TSHE;2012;35;1;50,3;72,54;1987,128039;0,57;regular
AX15001200034;AX15;12;AX1512;451;THPL;2012;35;1;18,4;63,35;265,9044022;18,36;regular
AX15001200035;AX15;12;AX1512;452;TSHE;2012;35;1;16,8;65,31;221,6707776;11,77;regular
AX15001200036;AX15;12;AX1512;124;TSHE;2012;35;1;15,6;57,73;191,134497;22,63;regular
AX15001200037;AX15;12;AX1512;24;THPL;2017;40;1;14,9;65,71160515;174,3662463;11,01536789;regular
AX15001300001;AX15;13;AX1513;6068;THPL;2012;35;1;42,7;30,38;1432,008617;48,55;regular
AX15001300002;AX15;13;AX1513;6069;PSME;2012;35;1;72,7;31,32;4151,057059;48,58;regular
AX15001300003;AX15;13;AX1513;6070;TSHE;2012;35;1;52,5;33,96;2164,753688;49,82;regular
AX15001300004;AX15;13;AX1513;6071;TSHE;2012;35;1;51,3;39,71;2066,924493;47,6;regular
AX15001300005;AX15;13;AX1513;6072;THPL;2012;35;1;18,8;39,57;277,5911269;46,45;regular
AX15001300006;AX15;13;AX1513;6073;TSHE;2012;35;1;20,4;49,43;326,8512997;47,33;regular
AX15001300007;AX15;13;AX1513;6074;PSME;2012;35;1;59,3;49,32;2761,844788;45,88;regular
AX15001300008;AX15;13;AX1513;6075;PSME;1993;16;6;52,8;46,57;2189,564416;41,82;regular
AX15001300009;AX15;13;AX1513;6076;PSME;1993;16;6;31,2;44,51;764,5379882;39,71;regular
AX15001300010;AX15;13;AX1513;6077;TSHE;2012;35;1;30;42,09;706,8583471;39,9;regular
AX15001300011;AX15;13;AX1513;6078;THPL;2012;35;1;32;39,72;804,2477193;41,68;regular
AX15001300012;AX15;13;AX1513;6079;TSHE;2012;35;1;32,5;34,1;829,5768101;44,63;regular
AX15001300013;AX15;13;AX1513;6080;TSHE;2012;35;1;36,7;30,73;1057,844932;41,17;regular
AX15001300014;AX15;13;AX1513;6081;TSHE;2012;35;1;20;32,61;314,1592654;40,26;regular
AX15001300015;AX15;13;AX1513;6082;TSHE;2012;35;1;69,6;39,94;3804,594367;37,54;regular
AX15001300016;AX15;13;AX1513;6083;PSME;2012;35;1;66,4;29,05;3462,789086;39,13;regular
AX15001300017;AX15;13;AX1513;6084;PSME;2012;35;1;69,8;25,65;3826,491268;36,8;regular
AX15001300018;AX15;13;AX1513;6085;PSME;1987;10;6;48,5;35,22;1847,45283;36,95;regular
AX15001300019;AX15;13;AX1513;6087;PSME;2012;35;1;50,6;43,44;2010,902042;35,4;regular
AX15001300020;AX15;13;AX1513;6088;PSME;2012;35;1;60,2;46,13;2846,31436;35,34;regular
AX15001300021;AX15;13;AX1513;6089;TSHE;2012;35;1;25;45,26;490,8738521;32,12;regular
AX15001300022;AX15;13;AX1513;6090;PSME;2012;35;1;33,9;46,88;902,5874234;30,91;regular
AX15001300023;AX15;13;AX1513;6091;PSME;2012;35;1;39,3;41,72;1213,039609;33,25;regular
AX15001300024;AX15;13;AX1513;6092;TSHE;2012;35;1;31,3;39,84;769,4467267;34,89;regular
AX15001300025;AX15;13;AX1513;6093;PSME;1993;16;6;50;36;1963,495408;35,36;regular
AX15001300026;AX15;13;AX1513;6094;THPL;2012;35;1;33,8;27,23;897,2702778;34,39;regular
AX15001300027;AX15;13;AX1513;6095;PSME;1993;16;6;39,8;30,82;1244,102107;34,4;regular
AX15001300028;AX15;13;AX1513;6096;PSME;1981;4;6;31,4;34,48;774,3711732;32,3;regular
AX15001300029;AX15;13;AX1513;6097;TSHE;2012;35;1;48,7;36,49;1862,72097;30,72;regular
AX15001300030;AX15;13;AX1513;6098;PSME;2012;35;1;47,1;46,98;1742,33514;26,54;regular
AX15001300031;AX15;13;AX1513;6099;TSHE;2012;35;1;32,3;46,1;819,3980499;25,73;regular
AX15001300032;AX15;13;AX1513;6100;TSHE;2012;35;1;46,6;41,24;1705,539236;28,54;regular
AX15001300033;AX15;13;AX1513;6201;TSHE;1988;11;6;15,7;40,74;193,5927933;26,04;regular
AX15001300034;AX15;13;AX1513;6202;TSHE;2012;35;1;61,9;39,87;3009,339457;26,82;regular
AX15001300035;AX15;13;AX1513;6203;TSHE;2012;35;1;32,9;35,25;850,122826;25,99;regular
AX15001300036;AX15;13;AX1513;6204;TSHE;2012;35;1;65,5;32,52;3369,554471;27,83;regular
AX15001300037;AX15;13;AX1513;6205;PSME;2012;35;1;55;30,84;2375,829444;28,86;regular
AX15001300038;AX15;13;AX1513;6206;THPL;2012;35;1;38,9;25,56;1188,472355;29,62;regular
AX15001300039;AX15;13;AX1513;8480;TSHE;2012;35;1;71,5;34,96;4015,151761;42,03;regular
AX15001300040;AX15;13;AX1513;134;TSHE;2012;35;1;16,4;27,85;211,24069;37,64;regular
AX15001400001;AX15;14;AX1514;457;TSHE;2012;35;1;57,7;46,15;2614,818251;3,64;regular
AX15001400002;AX15;14;AX1514;458;THPL;2012;35;1;18,4;44,7;265,9044022;3,2;regular
AX15001400003;AX15;14;AX1514;459;PSME;2012;35;1;67,5;42,14;3578,470382;0,89;regular
AX15001400004;AX15;14;AX1514;460;TSHE;2008;31;6;16,9;38,43;224,3175694;0,68;regular
AX15001400005;AX15;14;AX1514;461;TSHE;2012;35;1;26,3;37,22;543,2520556;0,57;regular
AX15001400006;AX15;14;AX1514;462;PSME;2012;35;1;59,2;33,7;2752,537819;1,3;regular
AX15001400007;AX15;14;AX1514;463;TSHE;2012;35;1;18,9;45,49;280,5520779;13,59;regular
AX15001400008;AX15;14;AX1514;464;PSME;2012;35;1;56,7;41,06;2524,968702;13,33;regular
AX15001400009;AX15;14;AX1514;465;TSHE;2012;35;1;46,5;39,57;1698,227179;13,41;regular
AX15001400010;AX15;14;AX1514;466;TSHE;2012;35;1;31,3;39,55;769,4467267;14,57;regular
AX15001400011;AX15;14;AX1514;467;TSHE;2012;35;1;25,2;39,78;498,7592497;16,13;regular
AX15001400012;AX15;14;AX1514;468;TSHE;2012;35;1;60,6;35,72;2884,264799;16,06;regular
AX15001400013;AX15;14;AX1514;469;TSHE;2012;35;1;16,1;27,58;203,5830579;18,07;regular
AX15001400014;AX15;14;AX1514;470;PSME;2012;35;1;81,5;28,38;5216,810951;18,82;regular
AX15001400015;AX15;14;AX1514;471;PSME;2012;35;1;41,3;31,58;1339,645793;20,12;regular
AX15001400016;AX15;14;AX1514;472;PSME;2012;35;1;45,6;37,95;1633,125525;22,67;regular
AX15001400017;AX15;14;AX1514;473;TSHE;2012;35;1;28,9;40,63;655,9724001;23,36;regular
AX15001400018;AX15;14;AX1514;474;PSME;2012;35;1;58,2;41,78;2660,332075;22,16;regular
AX15001400019;AX15;14;AX1514;475;THPL;2012;35;1;20,2;42,78;320,4738666;20,21;regular
AX15001400020;AX15;14;AX1514;476;PSME;1983;6;6;39,9;45,77;1250,36173;21,31;regular
AX15001400021;AX15;14;AX1514;477;TSHE;2012;35;1;37,1;47,1;1081,029886;20,61;regular
AX15001400022;AX15;14;AX1514;478;PSME;1983;6;6;34,4;49,26;929,4087706;20,53;regular
AX15001400023;AX15;14;AX1514;479;TSHE;2012;35;3;42,6;46,75;1425,309171;16,95;regular
AX15001400024;AX15;14;AX1514;480;TSHE;2012;35;3;66,1;45,9;3431,569509;16,15;regular
AX15001400025;AX15;14;AX1514;3989;TSHE;1993;16;6;18;42,62;254,4690049;9,69;regular
AX15001400026;AX15;14;AX1514;3990;THPL;2012;35;1;52,5;39,08;2164,753688;8,4;regular
AX15001400027;AX15;14;AX1514;3991;TSHE;2012;35;1;19,4;35,75;295,5924528;11,92;regular
AX15001400028;AX15;14;AX1514;3992;PSME;2012;35;1;49,9;34,39;1955,649281;12,34;regular
AX15001400029;AX15;14;AX1514;3993;THPL;2012;35;1;56,7;30,94;2524,968702;11,06;regular
AX15001400030;AX15;14;AX1514;3994;PSME;2012;35;1;60,2;29,64;2846,31436;11,88;regular
AX15001400031;AX15;14;AX1514;3995;TSHE;2012;35;1;40,5;27,5;1288,249338;11,4;regular
AX15001400032;AX15;14;AX1514;3996;PSME;2012;35;1;70,9;25,79;3948,047342;11,93;regular
AX15001400033;AX15;14;AX1514;3997;PSME;1984;7;6;48,6;25,92;1855,079046;10,45;regular
AX15001400034;AX15;14;AX1514;3998;PSME;2012;35;1;66;25,8;3421,1944;6,32;regular
AX15001400035;AX15;14;AX1514;3999;PSME;2012;35;1;87,2;28,57;5972,041971;5,77;regular
AX15001400036;AX15;14;AX1514;4000;TSHE;2012;35;1;41,4;34,38;1346,141036;3,7;regular
AX15001400037;AX15;14;AX1514;754;TSHE;2017;40;2;19;46,41639705;283,528737;16,05261244;regular
AX15001500001;AX15;15;AX1515;6001;THPL;2012;35;1;20;0,81;314,1592654;45,84;regular
AX15001500002;AX15;15;AX1515;6002;TSHE;2012;35;1;19,2;4,98;289,529179;49,59;regular
AX15001500003;AX15;15;AX1515;6003;TSHE;2012;35;1;58,7;7,09;2706,238598;49,02;regular
AX15001500004;AX15;15;AX1515;6004;PSME;2012;35;1;68;7,49;3631,681108;45,92;regular
AX15001500005;AX15;15;AX1515;6005;THPL;2012;35;1;23,5;23,71;433,7361357;49,8;regular
AX15001500006;AX15;15;AX1515;6006;PSME;2012;35;1;69,7;24,44;3815,534964;46,59;regular
AX15001500007;AX15;15;AX1515;6007;TSHE;2012;35;1;7,5;24,77;44,17864669;45,76;small
AX15001500008;AX15;15;AX1515;6008;PSME;2012;35;1;73,9;23,26;4289,224304;42,01;regular
AX15001500009;AX15;15;AX1515;6009;PSME;2012;35;1;41,6;19,36;1359,178646;41,74;regular
AX15001500010;AX15;15;AX1515;6010;TSHE;2012;35;1;47,9;17,43;1802,0254;44,84;regular
AX15001500011;AX15;15;AX1515;6011;PSME;2012;35;1;51,5;15,56;2083,072279;43,12;regular
AX15001500012;AX15;15;AX1515;6012;TSHE;2012;35;1;24,8;17;483,0512864;40,51;regular
AX15001500013;AX15;15;AX1515;6013;TSHE;2012;35;1;31,1;11,31;759,6449576;42,23;regular
AX15001500014;AX15;15;AX1515;6014;TSHE;2012;35;1;33,3;4,19;870,9201694;40,51;regular
AX15001500015;AX15;15;AX1515;6015;TSHE;2012;35;6;6;0,34;28,27433388;42,12;small
AX15001500016;AX15;15;AX1515;6016;TSHE;1998;21;6;7,3;2,97;41,85386813;37,44;small
AX15001500017;AX15;15;AX1515;6017;PSME;2012;35;1;70,4;9,98;3892,558962;39,05;regular
AX15001500018;AX15;15;AX1515;6018;TSHE;2012;35;1;35,7;11,43;1000,982105;36,5;regular
AX15001500019;AX15;15;AX1515;6019;TSHE;2012;35;1;28,8;14,93;651,4406526;38,24;regular
AX15001500020;AX15;15;AX1515;6020;TSHE;2012;35;1;23,8;14,89;444,8809357;36,69;regular
AX15001500021;AX15;15;AX1515;6021;TSHE;2012;35;1;67,5;23,42;3578,470382;30,87;regular
AX15001500022;AX15;15;AX1515;6022;TSHE;2008;31;6;16,7;22,01;219,0396938;31,13;regular
AX15001500023;AX15;15;AX1515;6023;TSHE;2012;35;1;30,5;21,59;730,6166415;30,11;regular
AX15001500024;AX15;15;AX1515;6024;PSME;2012;35;1;74,4;14,36;4347,461578;32,75;regular
AX15001500025;AX15;15;AX1515;6025;TSHE;2012;35;1;36,1;11,29;1023,538741;34,04;regular
AX15001500026;AX15;15;AX1515;6026;PSME;2012;35;1;54,6;9,15;2341,397589;34,22;regular
AX15001500027;AX15;15;AX1515;6027;TSHE;2012;35;1;56,8;5,74;2533,882971;34,26;regular
AX15001500028;AX15;15;AX1515;6028;TSHE;2012;35;1;20,4;2,58;326,8512997;35,67;regular
AX15001500029;AX15;15;AX1515;6029;TSHE;2012;35;1;47;0,48;1734,944543;33,81;regular
AX15001500030;AX15;15;AX1515;6030;TSHE;2012;35;1;14,8;2,52;172,0336137;30,67;small
AX15001500031;AX15;15;AX1515;6031;TSHE;2012;35;1;53,8;3,19;2273,28786;30,88;regular
AX15001500032;AX15;15;AX1515;6032;TSHE;1998;21;6;29,7;4,06;692,791866;30,43;regular
AX15001500033;AX15;15;AX1515;6033;TSHE;1998;21;6;9,8;2,63;75,42963961;28,84;small
AX15001500034;AX15;15;AX1515;6034;TSHE;2012;35;1;12,2;0,77;116,8986626;26,81;small
AX15001500035;AX15;15;AX1515;6035;THPL;2012;35;1;61,5;5,77;2970,572204;28,24;regular
AX15001500036;AX15;15;AX1515;6036;THPL;2012;35;1;21;10,95;346,3605901;29,39;regular
AX15001500037;AX15;15;AX1515;6037;TSHE;2012;35;1;17,6;14,14;243,2849351;29,06;regular
AX15001500038;AX15;15;AX1515;6038;TSHE;2012;35;1;13;12,67;132,7322896;25,57;small
AX15001500039;AX15;15;AX1515;6039;THPL;2008;31;6;9,5;15,6;70,88218425;26,94;small
AX15001500040;AX15;15;AX1515;6040;PSME;2012;35;1;49,8;17,86;1947,818861;27,29;regular
AX15001500041;AX15;15;AX1515;6041;TSHE;2012;35;3;30,6;18,56;735,4154243;25,74;regular
AX15001600001;AX15;16;AX1516;6042;TSHE;2012;35;1;65,6;1,7;3379,85104;20,76;regular
AX15001600002;AX15;16;AX1516;6043;PSME;2012;35;1;54,5;4,18;2332,828895;23,19;regular
AX15001600003;AX15;16;AX1516;6044;PSME;2012;35;1;44,7;7,41;1569,296216;23,08;regular
AX15001600004;AX15;16;AX1516;6045;TSHE;2012;35;1;54,4;8,79;2324,275909;19,57;regular
AX15001600005;AX15;16;AX1516;6046;TSHE;2012;35;1;22,1;5,85;383,596317;15,02;regular
AX15001600006;AX15;16;AX1516;6047;PSME;2012;35;1;60;4,6;2827,433388;14,34;regular
AX15001600007;AX15;16;AX1516;6048;THPL;2012;35;1;44,1;14,58;1527,450202;24,06;regular
AX15001600008;AX15;16;AX1516;6049;PSME;2012;35;1;80;16,37;5026,548246;24,63;regular
AX15001600009;AX15;16;AX1516;6050;THPL;2012;35;1;51,7;18,47;2099,282897;22,88;regular
AX15001600010;AX15;16;AX1516;6051;TSHE;2012;35;1;39,4;19,56;1219,220693;22,36;regular
AX15001600011;AX15;16;AX1516;6052;PSME;2012;35;1;72;18,71;4071,504079;19,44;regular
AX15001600012;AX15;16;AX1516;6053;PSME;2012;35;1;36,4;20,27;1040,621151;18,29;regular
AX15001600013;AX15;16;AX1516;6054;THPL;2012;35;1;38,8;21,78;1182,369811;17,27;regular
AX15001600014;AX15;16;AX1516;6055;TSHE;2012;35;1;37;24,39;1075,210086;21,48;regular
AX15001600015;AX15;16;AX1516;6056;TSHE;2012;35;1;73,7;23,95;4266,03935;16,16;regular
AX15001600016;AX15;16;AX1516;6057;TSHE;2012;35;1;36,7;22,46;1057,844932;14,54;regular
AX15001600017;AX15;16;AX1516;6058;PSME;2012;35;1;82,2;21,62;5306,809726;11,57;regular
AX15001600018;AX15;16;AX1516;6059;THPL;2012;35;1;29,3;19,17;674,2564693;12,66;regular
AX15001600019;AX15;16;AX1516;6060;TSHE;2012;35;1;31,6;20,83;784,26719;10,34;regular
AX15001600020;AX15;16;AX1516;6061;TSHE;2012;35;1;62,4;24,52;3058,151953;8,13;regular
AX15001600021;AX15;16;AX1516;6062;THPL;2012;35;1;68,9;16,83;3728,450015;8,77;regular
AX15001600022;AX15;16;AX1516;6063;PSME;2012;35;1;92,4;16,91;6705,541024;1,23;regular
AX15001600023;AX15;16;AX1516;6064;TSHE;2012;35;1;28,9;14,81;655,9724001;1,91;regular
AX15001600024;AX15;16;AX1516;6065;TSHE;2012;35;1;70,5;0,59;3903,625222;8,72;regular
AX15001600025;AX15;16;AX1516;6066;TSHE;2012;35;1;18,8;1,62;277,5911269;9,27;regular
AX15001600026;AX15;16;AX1516;6067;TSHE;2012;35;1;44,1;0,55;1527,450202;10,03;regular
AX15001600027;AX15;16;AX1516;5;TSHE;2017;40;1;15,1;6,236853807;179,0786352;20,58498806;regular
PP17000100001;PP17;1;PP171;9501;TSHE;1995;18;6;38;1,09;1134,114948;93,1;regular
PP17000100002;PP17;1;PP171;9502;PSME;2013;36;1;53,7;3,85;2264,84483;87,45;regular
PP17000100003;PP17;1;PP171;9503;PICO;2013;36;6;26,4;7,1;547,391104;88;regular
PP17000100004;PP17;1;PP171;9504;PIMO;2013;36;6;31,8;9,5;794,2260388;87,85;regular
PP17000100005;PP17;1;PP171;9505;PSME;2013;36;1;35,6;11,35;995,3822164;90,7;regular
PP17000100006;PP17;1;PP171;9506;ABLA;2013;36;1;29,3;11,3;674,2564693;92,75;regular
PP17000100007;PP17;1;PP171;9507;PICO;2013;36;1;29,8;13,6;697,464985;98,15;regular
PP17000100008;PP17;1;PP171;9508;PICO;2002;25;6;25,2;12,9;498,7592497;95,6;regular
PP17000100009;PP17;1;PP171;9509;PSME;2013;36;1;50,6;14;2010,902042;91,95;regular
PP17000100010;PP17;1;PP171;9510;PSME;2013;36;1;60,8;14,15;2903,334267;82,5;regular
PP17000100011;PP17;1;PP171;9511;PSME;2013;36;1;25,9;13;526,852942;85,3;regular
PP17000100012;PP17;1;PP171;9513;PIMO;2013;36;1;33,5;15,5;881,4130889;82,7;regular
PP17000100013;PP17;1;PP171;9514;PSME;2013;36;1;47,2;19,45;1749,741444;84;regular
PP17000100014;PP17;1;PP171;9515;PIEN;2013;36;1;29,4;23,25;678,8667565;78,25;regular
PP17000100015;PP17;1;PP171;9516;PIMO;2013;36;1;40,5;22,45;1288,249338;77,25;regular
PP17000100016;PP17;1;PP171;9517;TSHE;2013;36;6;20;22,85;314,1592654;76,2;regular
PP17000100017;PP17;1;PP171;9518;PICO;2013;36;6;17,1;21,5;229,658277;76,6;regular
PP17000100018;PP17;1;PP171;9519;PICO;2013;36;1;22,1;19;383,596317;75,5;regular
PP17000100019;PP17;1;PP171;9520;PSME;2013;36;1;44,5;17;1555,284713;81,45;regular
PP17000100020;PP17;1;PP171;9521;PSME;2013;36;1;60,6;5,6;2884,264799;81,15;regular
PP17000100021;PP17;1;PP171;9512;PICO;2013;36;1;17,7;12,42;246,0573906;84,7;regular
PP17000100022;PP17;1;PP171;1266;ABLA;2017;40;2;15,1;22,30591629;179,0786352;97,38938111;regular
PP17000100023;PP17;1;PP171;1267;PICO;2017;40;2;18,6;14,03149058;271,7163486;76,09069995;regular
PP17000200001;PP17;2;PP172;9522;PICO;2013;36;1;13;5,8;132,7322896;70,5;small
PP17000200002;PP17;2;PP172;9523;PICO;2013;36;1;15,5;4,75;188,6919088;68,75;regular
PP17000200003;PP17;2;PP172;9524;PICO;2013;36;1;12,4;4,5;120,7628216;67,45;small
PP17000200004;PP17;2;PP172;9525;PICO;2013;36;1;13,3;2,8;138,9290811;65,9;small
PP17000200005;PP17;2;PP172;9526;ABLA;2013;36;1;23,1;1,45;419,096314;64,3;regular
PP17000200006;PP17;2;PP172;9527;PICO;2013;36;1;23,4;7;430,0526183;65,3;regular
PP17000200007;PP17;2;PP172;9528;PICO;2002;25;6;22,3;10,5;390,5706527;66,5;regular
PP17000200008;PP17;2;PP172;9529;PICO;2008;31;6;32,4;12,5;824,479576;73,65;regular
PP17000200009;PP17;2;PP172;9530;ABLA;2013;36;1;11,1;18;96,76890771;72,45;small
PP17000200010;PP17;2;PP172;9531;TSHE;2013;36;6;16,6;19,85;216,4243179;73,8;regular
PP17000200011;PP17;2;PP172;9532;TSHE;2013;36;1;9,6;19,1;72,38229474;74;small
PP17000200012;PP17;2;PP172;9533;TSHE;2013;36;1;10;18,5;78,53981634;74,4;small
PP17000200013;PP17;2;PP172;9534;PSME;2013;36;1;42,6;17,1;1425,309171;69;regular
PP17000200014;PP17;2;PP172;9535;PICO;2013;36;1;29,1;17,35;665,0830187;66,6;regular
PP17000200015;PP17;2;PP172;9536;PICO;2013;36;1;20,5;24,6;330,0635782;64,1;regular
PP17000200016;PP17;2;PP172;9537;TSME;2013;36;1;13,7;18,45;147,4113813;63,5;small
PP17000200017;PP17;2;PP172;9538;PIMO;2013;36;1;14,2;19,45;158,3676857;60,95;regular
PP17000200018;PP17;2;PP172;9539;PICO;2013;36;6;13,7;21,5;147,4113813;60,5;small
PP17000200019;PP17;2;PP172;9540;ABAM;2008;31;6;15,3;16,75;183,8538561;56,25;regular
PP17000200020;PP17;2;PP172;9541;TSHE;1990;13;6;10,9;17,21;93,31315579;56,75;small
PP17000200021;PP17;2;PP172;9542;PICO;2013;36;1;23,8;14,5;444,8809357;62,6;regular
PP17000200022;PP17;2;PP172;9543;ABLA;2013;36;1;16,1;13,95;203,5830579;61,65;regular
PP17000200023;PP17;2;PP172;9544;ABLA;2013;36;1;14,2;13;158,3676857;58,75;small
PP17000200024;PP17;2;PP172;9545;PICO;2013;36;1;25,5;8,5;510,7051557;58,85;regular
PP17000200025;PP17;2;PP172;9546;ABLA;2013;36;1;13,3;1,6;138,9290811;59,35;small
PP17000200026;PP17;2;PP172;9547;PSME;2013;36;1;31,2;1,15;764,5379882;54,45;regular
PP17000200027;PP17;2;PP172;9548;ABLA;2013;36;1;12,5;5,6;122,718463;56,2;small
PP17000200028;PP17;2;PP172;9549;PICO;2013;36;1;14,7;7,45;169,7166891;57;regular
PP17000200029;PP17;2;PP172;9550;PICO;2013;36;1;15,7;9;193,5927933;55,65;regular
PP17000200030;PP17;2;PP172;9551;PICO;2013;36;1;15,2;11,1;181,4583917;52,6;regular
PP17000200031;PP17;2;PP172;9552;PICO;2013;36;1;12;12,9;113,0973355;53,85;small
PP17000200032;PP17;2;PP172;9553;ABLA;2013;36;1;23,1;15,55;419,096314;51,4;regular
PP17000200033;PP17;2;PP172;9554;ABLA;2013;36;1;13;18;132,7322896;54;small
PP17000200034;PP17;2;PP172;277;ABLA;2013;36;1;12,3;17;118,8228881;59,15;small
PP17000200035;PP17;2;PP172;278;PICO;2013;36;6;10,3;21,8;83,32289115;59,4;small
PP17000200036;PP17;2;PP172;279;PICO;2013;36;1;12,6;18,65;124,6898124;58,9;small
PP17000200037;PP17;2;PP172;280;ABLA;2017;40;1;8,4;20,93494978;55,41769441;57,11021013;small
PP17000200038;PP17;2;PP172;281;PICO;2013;36;1;13,1;21,5;134,7821788;56,1;small
PP17000200039;PP17;2;PP172;282;PICO;2013;36;1;13,1;21;134,7821788;55,5;small
PP17000200040;PP17;2;PP172;283;PICO;2013;36;1;16,1;19,25;203,5830579;55,8;regular
PP17000200041;PP17;2;PP172;284;ABLA;2013;36;1;11,2;19;98,52034562;55,25;small
PP17000200043;PP17;2;PP172;286;PICO;2013;36;1;6,2;12;30,1907054;53;small
PP17000200044;PP17;2;PP172;287;ABLA;2013;36;1;12,2;11,9;116,8986626;54,8;small
PP17000200045;PP17;2;PP172;288;ABLA;2013;36;1;12,5;10,5;122,718463;54,75;small
PP17000200046;PP17;2;PP172;289;ABLA;2013;36;1;8,2;11;52,81017251;55,2;small
PP17000200047;PP17;2;PP172;5705;PICO;2013;36;1;11,5;10,4;103,8689071;56,2;small
PP17000200048;PP17;2;PP172;5706;ABLA;2013;36;1;8,3;5,5;54,10607948;55,15;small
PP17000200049;PP17;2;PP172;5707;PICO;2013;36;1;12,9;6,75;130,6981084;58,85;small
PP17000200050;PP17;2;PP172;8673;PIMO;2013;36;1;9;10,99;63,61725124;73,94;small
PP17000200051;PP17;2;PP172;8674;PICO;2013;36;1;9,5;10,2;70,88218425;73,29;small
PP17000200052;PP17;2;PP172;8675;ABLA;2013;36;1;8,5;8,39;56,74501731;72,05;small
PP17000200053;PP17;2;PP172;8676;ABLA;2013;36;1;11,9;-0,12;111,2202339;67,82;small
PP17000200054;PP17;2;PP172;8677;PICO;2008;31;6;7;1,9;38,48451001;65,15;small
PP17000200055;PP17;2;PP172;8678;PICO;2008;31;6;6,2;2,63;30,1907054;61,55;small
PP17000200056;PP17;2;PP172;8679;ABLA;2013;36;1;8,3;1,92;54,10607948;57,61;small
PP17000200057;PP17;2;PP172;8680;PICO;2013;36;1;8,5;5,66;56,74501731;60,3;small
PP17000200058;PP17;2;PP172;8681;ABLA;2013;36;1;10,1;12,24;80,11846665;63,29;small
PP17000200059;PP17;2;PP172;8682;PICO;2013;36;1;9;17,99;63,61725124;55,46;small
PP17000200060;PP17;2;PP172;8683;TSHE;2013;36;1;10,8;16,5;91,60884178;57,15;small
PP17000200061;PP17;2;PP172;8684;PICO;2008;31;6;6,2;11,78;30,1907054;52,65;small
PP17000200062;PP17;2;PP172;8685;ABLA;2013;36;1;7,1;5,87;39,59192142;55,03;small
PP17000200063;PP17;2;PP172;8403;PICO;2013;36;1;7,4;25,26;43,00840343;64,15;small
PP17000200064;PP17;2;PP172;8424;PICO;2013;36;1;7,3;4,26;41,85386813;67,02;small
PP17000200065;PP17;2;PP172;8425;ABLA;2013;36;1;8,2;5,3;52,81017251;70,68;small
PP17000200066;PP17;2;PP172;8426;PICO;2008;31;6;6;18,19;28,27433388;53,87;small
PP17000200067;PP17;2;PP172;8427;PICO;2013;36;1;6,2;9,59;30,1907054;56,43;small
PP17000200068;PP17;2;PP172;43;PICO;2013;36;1;5,8;6;26,42079422;57,93;small
PP17000200069;PP17;2;PP172;435;PICO;2013;36;1;6,6;14,79;34,211944;56,37;small
PP17000200070;PP17;2;PP172;436;PICO;2013;36;6;5,3;7,18;22,06183441;61,81;small
PP17000200071;PP17;2;PP172;771;PICO;2013;36;2;6,3;20,59;31,17245311;56,22;small
PP17000200072;PP17;2;PP172;772;PICO;2013;36;2;6,5;10,02;33,1830724;72,74;small
PP17000200073;PP17;2;PP172;773;ABLA;2013;36;2;6;4,91;28,27433388;70,27;small
PP17000200074;PP17;2;PP172;1276;ABLA;2017;40;2;5,8;6,928758949;26,42079422;68,6452415;small
PP17000200075;PP17;2;PP172;1284;TSME;2017;40;2;6,5;18,04572102;33,1830724;64,07267749;small
PP17000200076;PP17;2;PP172;1285;TSME;2017;40;2;5,8;17,75283657;26,42079422;63,52166565;small
PP17000200077;PP17;2;PP172;1286;ABLA;2017;40;2;5,6;19,87936813;24,6300864;67,73780452;small
